Agent Number	Agent Type	Birth	Parent1	Parent2	Death	Children	Sexual Pregnancies	Steps	Turns	Agent Bumps	Rock Bumps	PD Reward	PD Temptation	PD Sucker	PD Punishment	boundNorth	boundEast	boundSouth	boundWest	Energy Gained My Food	Energy Gained Other Food	Energy Gained Agents	Energy Lost Movement	Energy Lost Reproduction
0	1	0	-1	-1	12	2	1	5	3	5	0	0	0	0	0	48	50	49	48	0	0	0	118	1000
0	1	0	-1	-1	101	3	1	6	9	87	0	0	0	0	0	3	59	5	55	0	0	0	309	1000
0	1	0	-1	-1	20	1	1	3	7	11	0	0	0	0	0	23	34	26	34	0	0	0	92	1000
0	1	0	-1	-1	685	3	1	29	41	616	0	0	0	0	0	3	8	19	1	2400	0	0	1302	1000
0	1	0	-1	-1	13	2	1	4	8	2	0	0	0	0	0	0	20	3	19	0	5	0	96	1000
0	1	0	-1	-1	494	3	0	29	79	387	0	0	0	0	0	18	59	26	0	400	10	0	1002	0
0	1	0	-1	-1	13	3	1	4	5	5	0	0	0	0	0	55	56	56	55	0	0	0	99	1000
0	1	0	-1	-1	78	3	1	16	39	24	0	0	0	0	0	51	59	53	52	400	10	0	423	1000
0	1	0	-1	-1	16	2	1	4	12	1	0	0	0	0	0	19	3	21	2	0	0	0	18	1000
0	1	0	-1	-1	31	1	1	11	13	8	0	0	0	0	0	14	40	19	37	0	0	0	260	1000
0	1	0	-1	-1	22	1	1	9	12	2	0	0	0	0	0	19	47	23	44	200	0	0	205	1000
0	1	0	-1	-1	124	4	1	6	14	105	0	0	0	0	0	54	44	57	42	0	20	0	350	1000
0	1	0	-1	-1	77	1	1	28	20	30	0	0	0	0	0	7	59	21	0	0	5	0	528	1000
0	1	0	-1	-1	289	0	0	20	18	252	0	0	0	0	0	15	52	23	47	0	15	0	942	0
0	1	0	-1	-1	82	1	1	20	62	1	0	0	0	0	0	0	44	4	8	400	35	0	444	1000
0	1	0	-1	-1	223	0	0	57	79	88	0	0	0	0	0	11	36	33	30	400	70	0	1452	0
0	1	0	-1	-1	23	1	1	6	11	7	0	0	0	0	0	51	37	54	35	0	0	0	151	1000
0	1	0	-1	-1	811	6	2	92	165	555	0	0	0	0	0	13	59	53	0	4400	70	0	1507	2000
0	1	0	-1	-1	21	2	1	16	5	1	0	0	0	0	0	33	53	43	47	0	5	0	343	1000
0	1	0	-1	-1	25	1	1	11	13	2	0	0	0	0	0	41	40	45	37	0	5	0	248	1000
0	1	0	-1	-1	792	6	1	55	111	627	0	0	0	0	0	23	16	35	7	3200	10	0	1420	1000
0	1	0	-1	-1	378	1	0	55	76	248	0	0	0	0	0	32	35	47	25	800	105	0	1727	0
0	1	0	-1	-1	216	2	1	3	54	160	0	0	0	0	0	22	5	24	4	0	0	0	377	1000
0	1	0	-1	-1	430	4	1	2	258	171	0	0	0	0	0	50	34	51	34	0	0	0	642	1000
0	1	0	-1	-1	676	3	0	77	110	490	0	0	0	0	0	6	59	27	0	1800	25	0	1827	0
0	1	0	-1	-1	15	2	1	3	8	5	0	0	0	0	0	41	19	44	19	0	0	0	81	1000
0	1	0	-1	-1	156	2	1	7	118	32	0	0	0	0	0	21	12	24	8	0	0	0	189	1000
0	1	0	-1	-1	352	1	0	35	72	246	0	0	0	0	0	41	59	51	0	400	25	0	1279	0
0	1	0	-1	-1	12	2	1	1	3	9	0	0	0	0	0	48	8	48	7	0	0	0	22	1000
0	1	0	-1	-1	33	2	1	9	6	19	0	0	0	0	0	24	43	32	42	0	10	0	233	1000
0	1	0	-1	-1	379	5	1	12	230	138	0	0	0	0	0	47	11	54	7	0	0	0	518	1000
0	1	0	-1	-1	728	5	1	60	91	578	0	0	0	0	0	1	7	23	2	2600	10	0	1307	1000
0	1	0	-1	-1	125	0	0	60	58	8	0	0	0	0	0	18	36	43	25	200	130	0	1334	0
0	1	0	-1	-1	10	2	1	3	4	4	0	0	0	0	0	52	18	52	16	0	0	0	35	1000
0	1	0	-1	-1	14	1	1	4	7	4	0	0	0	0	0	55	27	58	26	0	0	0	99	1000
0	1	0	-1	-1	13	2	1	3	3	8	0	0	0	0	0	41	14	42	13	0	0	0	22	1000
0	1	0	-1	-1	11	2	1	3	5	4	0	0	0	0	0	32	21	33	20	0	0	0	76	1000
0	1	0	-1	-1	70	3	2	12	25	34	0	0	0	0	0	13	16	19	12	600	0	0	105	2000
0	1	0	-1	-1	465	1	0	7	72	387	0	0	0	0	0	22	8	23	5	200	0	0	853	0
