Agent Number	Agent Type	Birth	Parent1	Parent2	Death	Children	Sexual Pregnancies	Steps	Turns	Agent Bumps	Rock Bumps	PD Reward	PD Temptation	PD Sucker	PD Punishment	boundNorth	boundEast	boundSouth	boundWest	Energy Gained My Food	Energy Gained Other Food	Energy Gained Agents	Energy Lost Movement	Energy Lost Reproduction
0	1	0	-1	-1	778	6	2	159	368	252	0	0	0	0	0	8	22	50	9	5000	115	0	2451	2000
0	1	0	-1	-1	12	1	1	2	9	2	0	0	0	0	0	27	9	29	9	0	5	0	15	1000
0	1	0	-1	-1	356	3	1	72	114	171	0	0	0	0	0	32	24	49	14	1800	70	0	1728	1000
0	1	0	-1	-1	32	3	1	11	16	6	0	0	0	0	0	48	36	49	28	0	0	0	259	1000
0	1	0	-1	-1	61	3	1	35	12	15	0	0	0	0	0	19	50	28	31	0	0	0	777	1000
0	1	0	-1	-1	19	1	1	9	5	6	0	0	0	0	0	12	48	18	45	0	0	0	206	1000
0	1	0	-1	-1	11	1	1	5	6	1	0	0	0	0	0	57	56	59	26	0	0	0	113	1000
0	1	0	-1	-1	35	1	1	1	4	31	0	0	0	0	0	13	24	13	23	0	0	0	87	1000
0	1	0	-1	-1	25	2	1	9	14	3	0	0	0	0	0	8	21	12	18	0	15	0	209	1000
0	1	0	-1	-1	17	2	1	5	2	11	0	0	0	0	0	29	31	34	31	0	0	0	129	1000
0	1	0	-1	-1	27	1	1	12	13	3	0	0	0	0	0	26	8	28	2	0	0	0	31	1000
0	1	0	-1	-1	144	2	1	32	73	40	0	0	0	0	0	13	29	23	11	600	65	0	665	1000
0	1	0	-1	-1	493	3	0	124	221	149	0	0	0	0	0	1	31	27	15	2000	155	0	2763	0
0	1	0	-1	-1	28	2	1	11	11	7	0	0	0	0	0	31	19	34	13	0	5	0	96	1000
0	1	0	-1	-1	540	5	0	55	177	309	0	0	0	0	0	21	59	34	0	600	10	0	1070	0
0	1	0	-1	-1	19	1	1	9	8	3	0	0	0	0	0	48	30	53	28	200	0	0	203	1000
0	1	0	-1	-1	481	6	2	90	169	223	0	0	0	0	0	0	57	11	7	3000	40	0	1665	2000
0	1	0	-1	-1	19	1	1	8	7	5	0	0	0	0	0	28	11	30	6	0	0	0	25	1000
0	1	0	-1	-1	145	2	1	20	15	111	0	0	0	0	0	41	41	45	26	200	5	0	657	1000
0	1	0	-1	-1	156	4	1	44	72	41	0	0	0	0	0	6	43	17	36	1000	60	0	1078	1000
0	1	0	-1	-1	62	1	1	37	11	15	0	0	0	0	0	11	59	16	0	800	0	0	818	1000
0	1	0	-1	-1	65	1	1	17	21	28	0	0	0	0	0	39	48	44	46	0	35	0	434	1000
0	1	0	-1	-1	25	2	1	15	8	3	0	0	0	0	0	19	48	31	48	0	0	0	329	1000
0	1	0	-1	-1	26	3	1	6	9	12	0	0	0	0	0	3	48	5	46	0	0	0	159	1000
