Agent Number	Agent Type	Birth	Parent1	Parent2	Death	Children	Sexual Pregnancies	Steps	Turns	Agent Bumps	Rock Bumps	PD Reward	PD Temptation	PD Sucker	PD Punishment	boundNorth	boundEast	boundSouth	boundWest	Energy Gained My Food	Energy Gained Other Food	Energy Gained Agents	Energy Lost Movement	Energy Lost Reproduction
0	1	0	-1	-1	33	2	1	15	7	12	0	0	0	0	0	41	22	53	21	0	0	0	346	1000
0	1	0	-1	-1	12	1	1	4	5	4	0	0	0	0	0	25	3	26	1	0	0	0	17	1000
0	1	0	-1	-1	744	2	0	34	121	590	0	0	0	0	0	47	59	59	0	2000	10	0	1575	0
0	1	0	-1	-1	12	1	1	7	5	1	0	0	0	0	0	1	45	7	44	0	0	0	154	1000
0	1	0	-1	-1	243	1	1	8	7	229	0	0	0	0	0	38	33	42	30	200	15	0	633	1000
0	1	0	-1	-1	19	1	1	5	13	2	0	0	0	0	0	28	3	31	1	0	5	0	22	1000
0	1	0	-1	-1	16	2	1	7	4	6	0	0	0	0	0	15	14	17	11	0	0	0	23	1000
0	1	0	-1	-1	79	2	1	23	41	16	0	0	0	0	0	1	49	8	48	400	10	0	556	1000
0	1	0	-1	-1	64	3	1	6	9	50	0	0	0	0	0	18	47	21	45	0	0	0	235	1000
0	1	0	-1	-1	41	2	1	20	17	5	0	0	0	0	0	30	59	39	0	200	0	0	307	1000
0	1	0	-1	-1	22	2	1	15	6	2	0	0	0	0	0	50	50	55	42	0	0	0	325	1000
0	1	0	-1	-1	61	3	1	3	27	32	0	0	0	0	0	40	37	43	37	0	0	0	154	1000
0	1	0	-1	-1	46	1	1	12	11	24	0	0	0	0	0	10	32	15	27	0	0	0	311	1000
0	1	0	-1	-1	70	1	1	3	8	60	0	0	0	0	0	33	47	35	46	0	0	0	191	1000
0	1	0	-1	-1	12	2	1	4	6	3	0	0	0	0	0	9	54	11	54	0	0	0	96	1000
0	1	0	-1	-1	281	1	1	8	12	262	0	0	0	0	0	33	31	34	24	0	0	0	704	1000
0	1	0	-1	-1	13	1	1	4	3	7	0	0	0	0	0	18	55	20	54	0	5	0	101	1000
0	1	0	-1	-1	559	1	0	41	35	484	0	0	0	0	0	23	38	37	34	1400	35	0	1864	0
0	1	0	-1	-1	31	1	1	13	16	3	0	0	0	0	0	15	36	19	33	0	35	0	295	1000
0	1	0	-1	-1	62	1	1	8	13	42	0	0	0	0	0	5	51	11	50	0	0	0	265	1000
