Agent Number	Agent Type	Birth	Parent1	Parent2	Death	Children	Sexual Pregnancies	Steps	Turns	Agent Bumps	Rock Bumps	PD Reward	PD Temptation	PD Sucker	PD Punishment	boundNorth	boundEast	boundSouth	boundWest	Energy Gained My Food	Energy Gained Other Food	Energy Gained Agents	Energy Lost Movement	Energy Lost Reproduction
0	1	0	-1	-1	15	2	1	13	2	1	0	0	0	0	0	38	20	50	19	0	0	0	277	1000
0	1	0	-1	-1	11	2	1	2	7	3	0	0	0	0	0	29	9	30	8	0	0	0	15	1000
0	1	0	-1	-1	14	1	1	4	2	9	0	0	0	0	0	48	22	49	20	0	0	0	104	1000
0	1	0	-1	-1	17	1	1	6	5	7	0	0	0	0	0	49	36	51	32	0	0	0	145	1000
0	1	0	-1	-1	33	2	1	13	20	1	0	0	0	0	0	15	50	22	48	0	0	0	295	1000
0	1	0	-1	-1	43	3	1	16	21	7	0	0	0	0	0	12	46	19	39	0	0	0	371	1000
0	1	0	-1	-1	22	3	1	13	8	2	0	0	0	0	0	52	58	59	25	0	10	0	285	1000
0	1	0	-1	-1	24	2	1	8	12	5	0	0	0	0	0	13	26	14	22	0	0	0	190	1000
0	1	0	-1	-1	52	1	1	18	13	22	0	0	0	0	0	0	19	8	12	0	0	0	115	1000
0	1	0	-1	-1	12	2	1	3	9	1	0	0	0	0	0	32	31	34	30	0	0	0	74	1000
0	1	0	-1	-1	10	1	1	2	6	3	0	0	0	0	0	26	8	28	8	0	0	0	14	1000
0	1	0	-1	-1	19	1	1	7	8	5	0	0	0	0	0	19	11	23	8	0	0	0	25	1000
0	1	0	-1	-1	337	3	0	128	128	82	0	0	0	0	0	14	59	32	0	1000	120	0	2000	0
0	1	0	-1	-1	22	2	1	3	15	5	0	0	0	0	0	33	13	34	11	0	0	0	28	1000
0	1	0	-1	-1	246	4	0	87	102	58	0	0	0	0	0	9	59	28	45	1000	80	0	2045	0
0	1	0	-1	-1	54	3	1	15	25	15	0	0	0	0	0	53	30	59	25	0	20	0	370	1000
0	1	0	-1	-1	19	2	1	2	0	18	0	0	0	0	0	10	11	10	9	0	0	0	38	1000
0	1	0	-1	-1	229	2	1	16	67	147	0	0	0	0	0	30	12	35	6	400	0	0	377	1000
0	1	0	-1	-1	17	2	1	6	4	8	0	0	0	0	0	45	41	47	38	0	0	0	146	1000
0	1	0	-1	-1	23	2	1	12	10	2	0	0	0	0	0	8	39	15	37	0	0	0	266	1000
0	1	0	-1	-1	36	2	1	8	24	5	0	0	0	0	0	16	59	20	0	0	0	0	142	1000
0	1	0	-1	-1	18	3	1	8	10	1	0	0	0	0	0	39	47	46	46	0	0	0	180	1000
0	1	0	-1	-1	19	1	1	9	7	4	0	0	0	0	0	25	48	31	45	0	0	0	204	1000
0	1	0	-1	-1	24	1	1	7	6	12	0	0	0	0	0	3	46	6	43	0	0	0	177	1000
0	1	0	-1	-1	12	1	1	9	0	4	0	0	0	0	0	57	12	57	3	0	0	0	17	1000
0	1	0	-1	-1	234	3	0	63	75	97	0	0	0	0	0	28	59	47	0	400	60	0	1432	0
0	1	0	-1	-1	862	2	0	266	272	325	0	0	0	0	0	0	59	20	0	6200	310	0	5008	0
0	1	0	-1	-1	25	1	1	9	11	6	0	0	0	0	0	41	55	44	49	0	10	0	212	1000
0	1	0	-1	-1	69	2	1	13	25	32	0	0	0	0	0	6	55	9	50	200	10	0	362	1000
0	1	0	-1	-1	993	6	0	244	306	444	0	0	0	0	0	28	59	59	0	10200	175	0	3558	0
0	1	0	-1	-1	296	4	2	62	119	116	0	0	0	0	0	4	59	19	0	1800	25	0	733	2000
0	1	0	-1	-1	17	2	1	6	5	7	0	0	0	0	0	45	14	46	11	0	0	0	25	1000
0	1	0	-1	-1	468	3	0	215	190	64	0	0	0	0	0	24	54	59	7	3600	450	0	4713	0
0	1	0	-1	-1	322	1	0	76	105	142	0	0	0	0	0	0	59	14	0	400	40	0	1345	0
0	1	0	-1	-1	14	3	1	6	6	3	0	0	0	0	0	36	41	37	37	0	0	0	138	1000
0	1	0	-1	-1	156	6	2	52	62	43	0	0	0	0	0	7	59	31	0	1400	0	0	400	2000
0	1	0	-1	-1	17	1	1	5	10	3	0	0	0	0	0	36	28	38	27	0	0	0	121	1000
0	1	0	-1	-1	22	2	1	2	9	12	0	0	0	0	0	38	33	39	32	0	0	0	75	1000
0	1	0	-1	-1	25	1	1	10	12	4	0	0	0	0	0	35	21	38	18	200	0	0	230	1000
0	1	0	-1	-1	46	3	1	23	23	1	0	0	0	0	0	5	34	13	30	0	35	0	508	1000
0	1	0	-1	-1	12	2	1	3	2	8	0	0	0	0	0	21	59	22	0	0	0	0	81	1000
0	1	0	-1	-1	18	2	1	9	7	3	0	0	0	0	0	56	6	59	0	0	0	0	22	1000
0	1	0	-1	-1	19	1	1	3	11	6	0	0	0	0	0	21	58	22	56	0	0	0	86	1000
0	1	0	-1	-1	998	5	0	347	324	328	0	0	0	0	0	0	43	58	4	15200	445	0	5747	0
0	1	0	-1	-1	32	3	2	15	14	4	0	0	0	0	0	19	13	27	12	1000	5	0	37	2000
0	1	0	-1	-1	62	2	1	18	15	30	0	0	0	0	0	28	25	35	18	0	25	0	453	1000
0	1	0	-1	-1	24	5	1	6	14	5	0	0	0	0	0	29	8	31	5	0	0	0	30	1000
0	1	0	-1	-1	17	3	1	7	7	4	0	0	0	0	0	12	26	13	20	0	0	0	162	1000
0	1	0	-1	-1	45	3	2	12	20	14	0	0	0	0	0	20	7	25	2	400	0	0	60	2000
0	1	0	-1	-1	13	1	1	5	5	4	0	0	0	0	0	28	41	30	39	0	0	0	118	1000
0	1	0	-1	-1	150	2	0	41	46	64	0	0	0	0	0	48	37	58	20	0	30	0	1035	0
0	1	0	-1	-1	41	2	1	8	18	16	0	0	0	0	0	13	48	14	42	200	0	0	218	1000
0	1	0	-1	-1	42	1	1	15	25	3	0	0	0	0	0	11	54	18	53	0	0	0	346	1000
0	1	0	-1	-1	27	2	1	13	12	3	0	0	0	0	0	48	48	54	47	0	0	0	291	1000
0	1	0	-1	-1	19	3	1	4	11	5	0	0	0	0	0	28	31	31	30	0	0	0	105	1000
0	1	0	-1	-1	19	1	1	6	11	3	0	0	0	0	0	44	41	46	37	0	0	0	143	1000
0	1	0	-1	-1	14	2	1	5	1	9	0	0	0	0	0	5	51	5	46	0	0	0	124	1000
0	1	0	-1	-1	66	2	1	20	27	20	0	0	0	0	0	8	59	21	0	0	0	0	467	1000
0	1	0	-1	-1	12	2	1	6	6	1	0	0	0	0	0	38	41	40	39	0	0	0	134	1000
0	1	0	-1	-1	36	1	1	13	9	15	0	0	0	0	0	51	31	59	1	0	0	0	292	1000
0	1	0	-1	-1	48	2	1	19	26	4	0	0	0	0	0	39	40	46	38	0	20	0	433	1000
0	1	0	-1	-1	948	8	3	401	368	180	0	0	0	0	0	1	59	59	0	12400	780	0	6889	3000
0	1	0	-1	-1	11	2	1	3	7	2	0	0	0	0	0	34	37	36	37	0	0	0	74	1000
0	1	0	-1	-1	34	4	1	12	20	3	0	0	0	0	0	44	45	46	40	0	0	0	278	1000
0	1	0	-1	-1	13	2	1	4	7	3	0	0	0	0	0	8	46	10	45	0	0	0	97	1000
0	1	0	-1	-1	20	1	1	9	9	3	0	0	0	0	0	36	55	41	54	0	0	0	204	1000
0	1	0	-1	-1	24	2	1	5	13	7	0	0	0	0	0	4	34	8	33	0	0	0	132	1000
0	1	0	-1	-1	23	4	1	9	13	2	0	0	0	0	0	15	25	17	23	200	0	0	206	1000
0	1	0	-1	-1	182	1	0	38	54	91	0	0	0	0	0	23	50	35	41	0	20	0	1034	0
0	1	0	-1	-1	28	2	1	19	9	1	0	0	0	0	0	46	34	59	2	0	0	0	30	1000
0	1	0	-1	-1	12	1	1	5	6	2	0	0	0	0	0	17	3	19	1	0	0	0	15	1000
0	1	0	-1	-1	17	1	1	5	11	2	0	0	0	0	0	46	55	48	55	0	0	0	120	1000
0	1	0	-1	-1	12	2	1	7	3	3	0	0	0	0	0	46	51	50	49	0	0	0	156	1000
0	1	0	-1	-1	31	2	1	12	16	4	0	0	0	0	0	21	44	28	42	0	0	0	276	1000
0	1	0	-1	-1	19	1	1	9	4	7	0	0	0	0	0	5	47	9	43	0	0	0	207	1000
0	1	0	-1	-1	16	3	1	9	7	1	0	0	0	0	0	35	51	40	50	0	0	0	198	1000
0	1	0	-1	-1	118	2	2	33	19	67	0	0	0	0	0	0	50	9	11	1400	5	0	406	2000
0	1	0	-1	-1	12	2	1	3	5	5	0	0	0	0	0	32	20	33	19	0	0	0	78	1000
0	1	0	-1	-1	239	3	2	60	103	77	0	0	0	0	0	4	59	19	0	1600	0	0	577	2000
0	1	0	-1	-1	13	1	1	5	6	3	0	0	0	0	0	30	9	31	6	0	0	0	17	1000
0	1	0	-1	-1	18	2	1	7	9	3	0	0	0	0	0	56	48	59	16	0	0	0	142	1000
0	1	0	-1	-1	228	3	0	50	47	132	0	0	0	0	0	32	42	37	8	0	0	0	981	0
0	1	0	-1	-1	28	2	1	11	7	11	0	0	0	0	0	33	14	42	13	0	0	0	40	1000
0	1	0	-1	-1	27	4	1	5	12	11	0	0	0	0	0	14	12	16	10	0	0	0	39	1000
0	1	0	-1	-1	10	1	1	4	1	6	0	0	0	0	0	43	46	44	43	0	0	0	97	1000
0	1	0	-1	-1	430	4	0	172	133	126	0	0	0	0	0	0	59	21	0	2400	215	0	3337	0
